industry,a_weighted_rating,a_visibility,a_spread,a_volume,a_time,a_length,a_score
retail-big-box,0.3785634106395,0.0,0.68479596251691,0.339729763700352,0.529393808805574,0.461297934153243,0.380900606162966
health-care-dentists,0.357222896553954,0.0,0.157767651531279,0.0770137442732195,0.163979294341643,0.380304830400359,0.176225924837687
hospitality-&-travel-hotel-&-motel,0.462075785707756,0.0,0.159689699158032,0.0291460163862854,0.0421919833057995,0.530017499307483,0.156613005613598
entertainment-museums-and-parks,0.465889152349286,0.0,0.316954348843181,0.583400429326087,0.920807453416149,0.556201108787663,0.503144256648079
beauty-skin-care,0.502271577294013,0.0,0.427116465607522,0.3604140625,0.590178571428571,0.682308212179253,0.45845937068589
home-services-general-contracting,0.479866182002909,0.0,0.354962529366585,0.147916330645161,0.137096774193548,0.459437606791047,0.310806994397385
automotive-dealer,0.493584366767061,0.0,0.349932187256502,0.222364595453344,0.233213556133716,0.53656869791144,0.324881997267841
real-estate-property-management,0.622843959827976,0.0,0.285216041218753,0.128960923886734,0.20836025195833,0.598561466773512,0.295048422596548
technology-technology-other,0.287588234094933,0.0,0.151773629775522,0.0853656631097561,0.14808362369338,0.269857932936136,0.145577367563762
automotive-automotive-other,0.340131118448247,0.0,0.477117668736764,0.171415530532321,0.24169837426496,0.457646570228713,0.245694287418702
hospitality-&-travel-hospitality-&-travel-other,0.455892288987398,0.0,0.294038001391453,0.335215237328947,0.740131578947368,0.656008329535403,0.430803690652393
beauty-hair-grooming,0.0974124118839508,0.0,0.0316214612654362,0.00851422531992687,0.0137111517367459,0.0828951694527333,0.0292240833016012
entertainment-other,0.358383309279776,0.0,0.342819756564943,0.33323599137931,0.523399014778325,0.391694157262063,0.333048276540294
wedding-&-special-events-party-venues,0.507082654593305,0.0,0.701318162751678,0.793046875,0.875,0.818590308370044,0.636974202013648
financial-services-insurance,0.322396323059819,0.0,0.204417233271243,0.0614666637691238,0.0615438108484006,0.241045514669724,0.128719534953105
entertainment-live-performance-&-sports,0.278900929248647,0.0,0.344628875827224,0.596031875,0.807857142857143,0.281213713430048,0.384138785006607
wedding-&-special-events-entertainers,0.0,0.0,0.0,0.0,0.0,0.0,0.00294
health-care-health-care-other,0.199118436450478,0.0,0.0762226894757447,0.0236513345586602,0.0436749608491387,0.172094494669166,0.0628439202653274
real-estate-mortgage,0.347359161044006,0.0,0.37546875,0.2,0.142857142857143,0.8,0.313563744234779
health-care-physicians,0.478611983957922,0.0,0.172125599994669,0.0351768686891159,0.0941794140523722,0.160887480469098,0.145169326213181
retail-retail-clothing,0.344796533707857,0.0,0.467676659707017,0.156600788515973,0.256975333602911,0.476670377387038,0.228191877299417
pets-pet-services,0.564657918249066,0.0,0.414493371212121,0.154402777777778,0.265873015873016,0.44897422690933,0.361394578196948
restaurants-fast-food,0.301006259235648,0.0,0.530609157529389,0.163340868643468,0.17436451448907,0.358230990560152,0.207035162855023
default-default,0.271064021069157,0.0,0.270185548394653,0.10245335589172,0.165568698817106,0.27641494311287,0.171844082186575
wedding-&-special-events-event-planners,0.067324771374706,0.0,0.192734375,0.13,0.107142857142857,0.289473684210526,0.103452555766498
automotive-repair-&-service,0.477732477245566,0.0,0.426975900602762,0.153111641169425,0.168258461921354,0.502156161009808,0.291413383410963
automotive-oem,0.456474712355501,0.0,0.322681101922133,0.211018883727811,0.348267117497887,0.460475059671857,0.319483246086473
education-education-other,0.745392852206641,0.0,0.529720690223107,0.122206764155983,0.132631257631258,0.736236100763976,0.369067489450053
health-care-senior-care,0.512855881275747,0.0,0.270512276065837,0.0870407784986098,0.129865616311399,0.563499990921158,0.242627059619972
legal-law-firm,0.134884237697113,0.0,0.067731847676949,0.0349306924273859,0.0435684647302904,0.121249851534917,0.0641393527662662
restaurants-carry-out,0.449827437181929,0.0,0.450918583478165,0.390278765690299,0.581689765458422,0.527624604964778,0.439685040193324
home-services-moving-&-storage,0.633955536506857,0.0,0.505026468901498,0.316006086708598,0.437961609858209,0.397001781149905,0.454264101678413
hospitality-&-travel-activities,0.424682180484159,0.0,0.284985430282943,0.304950274333333,0.525793650793651,0.52015307890893,0.363844806052844
financial-services-financial-services-other,0.13748292695375,0.0,0.0859612246043505,0.0170598140881913,0.0230087550715353,0.100040001270632,0.0513664719843992
home-services-landscaping,0.42437290044564,0.0,0.433046875,0.13765625,0.0892857142857142,0.893465909090909,0.253867784237216
retail-department-stores,0.423367770758661,0.0,0.615299288307387,0.275606658496732,0.377684407096172,0.581538361771833,0.339829571151988
real-estate-real-estate-agency,0.256376365432693,0.0,0.142341562370034,0.0441343187894993,0.0491122068662176,0.222678348636972,0.0995181718636574
home-services-cleaning,0.0985721630420303,0.0,0.0625492677231389,0.0103281591654519,0.0136141191170346,0.105987332948057,0.035767910023228
home-services-interior-design,0.342465164725847,0.0,0.36414423962694,0.1490703125,0.214285714285714,0.589796695302071,0.240994279973473
health-care-optometrist-&-opthamologist,0.395587669509709,0.0,0.266283847994053,0.108070644668056,0.152777777777778,0.446136648176958,0.202898738777448
legal-legal-other,0.0618895003565808,0.0,0.0109643277787022,0.00138935108153078,0.00413002139291657,0.0418185599757979,0.0136972410687196
uk-take-away-food-supplier,0.137853953894926,0.0,0.0485919253368263,0.00941616766467066,0.0245936698032506,0.0893931435374864,0.0368241292252067
pets-veterinarians,0.521554065351414,0.0,0.345079682104736,0.262823320327504,0.580910742675449,0.521469225919371,0.4376874838118
retail-retail-other,0.329716090079432,0.0,0.437998614410838,0.186218923460538,0.304695824557056,0.391713709958983,0.248209720936307
beauty-beauty-other,0.401865758999473,0.0,0.399563900196974,0.200120971679688,0.217633928571429,0.543342224626483,0.290589458988955
pets-pets-other,0.559829426708663,0.0,0.20937487127451,0.146,0.19047619047619,0.401606425702811,0.261336191369129
retail-special-services,0.341577631059021,0.0,0.52258659444919,0.123324517095915,0.190922354732301,0.45038054090138,0.211225477468894
health-care-plastic-&-cosmetic-surgeons,0.614786030727688,0.0,0.312733163449752,0.204211466454545,0.480519480519481,0.638486379785499,0.407328389493915
automotive-rental,0.530943818092149,0.0,0.514603165882495,0.149778566919192,0.244063692083494,0.444597736507491,0.335367244603244
restaurants-restaurants-other,0.231049320169792,0.0,0.171048826958286,0.0126929155061819,0.0309791542139868,0.181946636081224,0.0623200563700481
